datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-04-08,CZ032,CZ0323,63,16,1
2020-04-08,CZ032,CZ0324,8,1,0
2020-04-08,CZ032,CZ0325,10,2,0
2020-04-08,CZ032,CZ0326,3,1,0
2020-04-08,CZ032,CZ0327,22,1,0
2020-04-08,CZ041,CZ0411,108,9,4
2020-04-08,CZ041,CZ0412,47,7,3
2020-04-08,CZ041,CZ0413,22,4,0
2020-04-08,CZ042,CZ0421,38,20,0
2020-04-08,CZ042,CZ0422,15,3,0
2020-04-08,CZ042,CZ0423,160,8,4
2020-04-08,CZ042,CZ0424,13,2,0
2020-04-08,CZ042,CZ0425,19,5,0
2020-04-08,CZ042,CZ0426,30,6,0
2020-04-08,CZ042,CZ0427,69,19,0
2020-04-08,CZ051,CZ0511,6,1,0
2020-04-08,CZ051,CZ0512,66,5,0
2020-04-08,CZ051,CZ0513,63,2,1
2020-04-08,CZ051,CZ0514,32,1,1
2020-04-08,CZ052,CZ0521,51,8,1
2020-04-08,CZ052,CZ0522,18,1,1
2020-04-08,CZ052,CZ0523,59,3,0
2020-04-08,CZ052,CZ0524,13,0,0
2020-04-08,CZ052,CZ0525,16,1,0
2020-04-08,CZ053,CZ0531,63,0,0
2020-04-08,CZ053,CZ0532,96,4,2
2020-04-08,CZ053,CZ0533,16,2,0
2020-04-08,CZ053,CZ0534,22,11,0
2020-04-08,CZ063,CZ0631,69,1,3
2020-04-08,CZ063,CZ0632,11,1,0
2020-04-08,CZ063,CZ0633,1,0,0
2020-04-08,CZ063,CZ0634,26,1,0
2020-04-08,CZ063,CZ0635,38,3,0
2020-04-08,CZ064,CZ0641,9,4,0
2020-04-08,CZ064,CZ0642,119,30,1
2020-04-08,CZ064,CZ0643,43,8,1
2020-04-08,CZ064,CZ0644,70,6,4
2020-04-08,CZ064,CZ0645,9,5,0
2020-04-08,CZ064,CZ0646,17,1,0
2020-04-08,CZ064,CZ0647,45,3,0
2020-04-08,CZ071,CZ0711,5,0,0
2020-04-08,CZ071,CZ0712,396,36,7
2020-04-08,CZ071,CZ0713,37,4,0
2020-04-08,CZ071,CZ0714,20,1,0
2020-04-08,CZ071,CZ0715,40,2,0
2020-04-08,CZ072,CZ0721,23,4,0
2020-04-08,CZ072,CZ0722,120,26,1
2020-04-08,CZ072,CZ0723,35,9,0
2020-04-08,CZ072,CZ0724,49,5,0
2020-04-08,CZ080,CZ0801,21,3,1
2020-04-08,CZ080,CZ0802,138,11,3
2020-04-08,CZ080,CZ0803,99,2,0
2020-04-08,CZ080,CZ0804,45,1,0
2020-04-08,CZ080,CZ0805,64,8,2
2020-04-08,CZ080,CZ0806,193,13,2
2020-04-09,CZ010,CZ0100,1359,230,50
2020-04-09,CZ020,CZ0201,68,5,0
2020-04-09,CZ020,CZ0202,43,6,0
2020-04-09,CZ020,CZ0203,83,8,4
2020-04-09,CZ020,CZ0204,40,9,1
2020-04-09,CZ020,CZ0205,18,3,0
2020-04-09,CZ020,CZ0206,57,14,1
2020-04-09,CZ020,CZ0207,35,4,1
2020-04-09,CZ020,CZ0208,41,5,1
2020-04-09,CZ020,CZ0209,123,23,4
2020-04-09,CZ020,CZ020A,111,18,0
2020-04-09,CZ020,CZ020B,39,7,1
2020-04-09,CZ020,CZ020C,10,2,0
2020-04-09,CZ031,CZ0311,25,2,0
2020-04-09,CZ031,CZ0312,22,4,0
2020-04-09,CZ031,CZ0313,16,1,0
2020-04-09,CZ031,CZ0314,10,1,0
2020-04-09,CZ031,CZ0315,20,2,1
2020-04-09,CZ031,CZ0316,32,3,0
2020-04-09,CZ031,CZ0317,14,3,0
2020-04-09,CZ032,CZ0321,227,16,4
2020-04-09,CZ032,CZ0322,43,4,0
2020-04-09,CZ032,CZ0323,63,19,1
2020-04-09,CZ032,CZ0324,8,1,0
2020-04-09,CZ032,CZ0325,10,2,0
2020-04-09,CZ032,CZ0326,3,1,0
2020-04-09,CZ032,CZ0327,23,1,0
2020-04-09,CZ041,CZ0411,111,11,5
2020-04-09,CZ041,CZ0412,51,11,3
2020-04-09,CZ041,CZ0413,26,4,0
2020-04-09,CZ042,CZ0421,38,21,0
2020-04-09,CZ042,CZ0422,15,4,0
2020-04-09,CZ042,CZ0423,169,8,5
2020-04-09,CZ042,CZ0424,13,4,0
2020-04-09,CZ042,CZ0425,19,5,0
2020-04-09,CZ042,CZ0426,32,9,0
2020-04-09,CZ042,CZ0427,69,19,0
2020-04-09,CZ051,CZ0511,6,1,0
2020-04-09,CZ051,CZ0512,66,7,0
2020-04-09,CZ051,CZ0513,64,5,1
2020-04-09,CZ051,CZ0514,34,2,1
2020-04-09,CZ052,CZ0521,52,8,1
2020-04-09,CZ052,CZ0522,18,1,1
2020-04-09,CZ052,CZ0523,61,6,0
2020-04-09,CZ052,CZ0524,14,0,0
2020-04-09,CZ052,CZ0525,16,1,0
2020-04-09,CZ053,CZ0531,63,0,0
2020-04-09,CZ053,CZ0532,97,4,2
2020-04-09,CZ053,CZ0533,16,2,0
2020-04-09,CZ053,CZ0534,22,11,0
2020-04-09,CZ063,CZ0631,72,1,3
2020-04-09,CZ063,CZ0632,11,4,0
2020-04-09,CZ063,CZ0633,1,0,0
2020-04-09,CZ063,CZ0634,26,1,0
2020-04-09,CZ063,CZ0635,38,3,0
2020-04-09,CZ064,CZ0641,9,4,0
2020-04-09,CZ064,CZ0642,123,34,1
2020-04-09,CZ064,CZ0643,43,11,1
2020-04-09,CZ064,CZ0644,71,8,5
2020-04-09,CZ064,CZ0645,9,6,0
2020-04-09,CZ064,CZ0646,17,1,0
2020-04-09,CZ064,CZ0647,47,4,0
2020-04-09,CZ071,CZ0711,7,0,0
2020-04-09,CZ071,CZ0712,445,42,7
2020-04-09,CZ071,CZ0713,40,6,0
2020-04-09,CZ071,CZ0714,22,2,0
2020-04-09,CZ071,CZ0715,41,3,0
2020-04-09,CZ072,CZ0721,24,6,0
2020-04-09,CZ072,CZ0722,123,31,1
2020-04-09,CZ072,CZ0723,37,9,0
2020-04-09,CZ072,CZ0724,59,5,0
2020-04-09,CZ080,CZ0801,23,4,1
2020-04-09,CZ080,CZ0802,141,13,3
2020-04-09,CZ080,CZ0803,102,9,0
2020-04-09,CZ080,CZ0804,45,4,0
2020-04-09,CZ080,CZ0805,70,8,2
2020-04-09,CZ080,CZ0806,231,16,3
2020-04-10,CZ010,CZ0100,1393,259,56
2020-04-10,CZ020,CZ0201,73,5,0
2020-04-10,CZ020,CZ0202,45,6,0
2020-04-10,CZ020,CZ0203,86,13,5
2020-04-10,CZ020,CZ0204,43,9,1
2020-04-10,CZ020,CZ0205,18,3,0
2020-04-10,CZ020,CZ0206,58,14,1
2020-04-10,CZ020,CZ0207,36,4,1
2020-04-10,CZ020,CZ0208,41,8,1
2020-04-10,CZ020,CZ0209,130,27,4
2020-04-10,CZ020,CZ020A,114,18,0
2020-04-10,CZ020,CZ020B,39,7,2
2020-04-10,CZ020,CZ020C,10,2,0
2020-04-10,CZ031,CZ0311,32,3,0
2020-04-10,CZ031,CZ0312,22,4,0
2020-04-10,CZ031,CZ0313,16,1,0
2020-04-10,CZ031,CZ0314,10,1,0
2020-04-10,CZ031,CZ0315,21,2,1
2020-04-10,CZ031,CZ0316,32,3,0
2020-04-10,CZ031,CZ0317,14,3,0
2020-04-10,CZ032,CZ0321,240,23,4
2020-04-10,CZ032,CZ0322,44,4,0
2020-04-10,CZ032,CZ0323,66,19,1
2020-04-10,CZ032,CZ0324,9,1,0
2020-04-10,CZ032,CZ0325,10,2,0
2020-04-10,CZ032,CZ0326,3,1,0
2020-04-10,CZ032,CZ0327,27,1,0
2020-04-10,CZ041,CZ0411,112,16,5
2020-04-10,CZ041,CZ0412,51,12,3
2020-04-10,CZ041,CZ0413,27,4,0
2020-04-10,CZ042,CZ0421,38,21,0
2020-04-10,CZ042,CZ0422,15,4,0
2020-04-10,CZ042,CZ0423,174,9,6
2020-04-10,CZ042,CZ0424,13,6,0
2020-04-10,CZ042,CZ0425,20,5,0
2020-04-10,CZ042,CZ0426,36,9,0
2020-04-10,CZ042,CZ0427,69,30,0
2020-04-10,CZ051,CZ0511,6,1,0
2020-04-10,CZ051,CZ0512,66,10,0
2020-04-10,CZ051,CZ0513,65,9,1
2020-04-10,CZ051,CZ0514,35,3,1
2020-04-10,CZ052,CZ0521,53,8,1
2020-04-10,CZ052,CZ0522,18,1,1
2020-04-10,CZ052,CZ0523,63,6,0
2020-04-10,CZ052,CZ0524,16,0,0
2020-04-10,CZ052,CZ0525,16,1,0
2020-04-10,CZ053,CZ0531,65,0,0
2020-04-10,CZ053,CZ0532,106,5,2
2020-04-10,CZ053,CZ0533,17,3,0
2020-04-10,CZ053,CZ0534,22,11,0
2020-04-10,CZ063,CZ0631,73,1,3
2020-04-10,CZ063,CZ0632,12,5,0
2020-04-10,CZ063,CZ0633,1,0,0
2020-04-10,CZ063,CZ0634,28,1,0
2020-04-10,CZ063,CZ0635,38,4,0
2020-04-10,CZ064,CZ0641,12,4,0
2020-04-10,CZ064,CZ0642,126,37,1
2020-04-10,CZ064,CZ0643,43,12,1
2020-04-10,CZ064,CZ0644,76,9,5
2020-04-10,CZ064,CZ0645,9,6,0
2020-04-10,CZ064,CZ0646,17,1,0
2020-04-10,CZ064,CZ0647,47,7,0
2020-04-10,CZ071,CZ0711,7,0,0
2020-04-10,CZ071,CZ0712,452,56,7
2020-04-10,CZ071,CZ0713,40,8,0
2020-04-10,CZ071,CZ0714,23,2,0
2020-04-10,CZ071,CZ0715,42,3,0
2020-04-10,CZ072,CZ0721,24,8,0
2020-04-10,CZ072,CZ0722,124,42,1
2020-04-10,CZ072,CZ0723,37,10,0
2020-04-10,CZ072,CZ0724,60,6,0
2020-04-10,CZ080,CZ0801,23,4,1
2020-04-10,CZ080,CZ0802,143,13,3
2020-04-10,CZ080,CZ0803,106,10,0
2020-04-10,CZ080,CZ0804,46,4,0
2020-04-10,CZ080,CZ0805,73,11,2
2020-04-10,CZ080,CZ0806,234,18,3
2020-04-11,CZ010,CZ0100,1411,295,61
2020-04-11,CZ020,CZ0201,76,9,0
2020-04-11,CZ020,CZ0202,45,6,0
2020-04-11,CZ020,CZ0203,87,13,5
2020-04-11,CZ020,CZ0204,45,11,1
2020-04-11,CZ020,CZ0205,19,5,0
2020-04-11,CZ020,CZ0206,59,14,1
2020-04-11,CZ020,CZ0207,36,4,1
2020-04-11,CZ020,CZ0208,42,8,1
2020-04-11,CZ020,CZ0209,134,32,4
2020-04-11,CZ020,CZ020A,116,19,0
2020-04-11,CZ020,CZ020B,41,7,2
2020-04-11,CZ020,CZ020C,10,2,0
2020-04-11,CZ031,CZ0311,35,3,0
2020-04-11,CZ031,CZ0312,22,5,0
2020-04-11,CZ031,CZ0313,16,1,0
2020-04-11,CZ031,CZ0314,10,1,0
2020-04-11,CZ031,CZ0315,21,3,3
2020-04-11,CZ031,CZ0316,32,6,0
2020-04-11,CZ031,CZ0317,14,3,0
2020-04-11,CZ032,CZ0321,256,30,5
2020-04-11,CZ032,CZ0322,49,5,0
2020-04-11,CZ032,CZ0323,67,20,1
2020-04-11,CZ032,CZ0324,9,1,0
2020-04-11,CZ032,CZ0325,10,2,0
2020-04-11,CZ032,CZ0326,3,1,0
2020-04-11,CZ032,CZ0327,33,2,0
2020-04-11,CZ041,CZ0411,114,19,5
2020-04-11,CZ041,CZ0412,51,14,3
2020-04-11,CZ041,CZ0413,32,4,0
2020-04-11,CZ042,CZ0421,38,21,0
2020-04-11,CZ042,CZ0422,16,4,0
2020-04-11,CZ042,CZ0423,184,9,6
2020-04-11,CZ042,CZ0424,13,6,0
2020-04-11,CZ042,CZ0425,23,5,0
2020-04-11,CZ042,CZ0426,36,9,0
2020-04-11,CZ042,CZ0427,69,30,0
2020-04-11,CZ051,CZ0511,6,1,0
2020-04-11,CZ051,CZ0512,69,11,0
2020-04-11,CZ051,CZ0513,66,13,1
2020-04-11,CZ051,CZ0514,36,3,1
2020-04-11,CZ052,CZ0521,54,9,1
2020-04-11,CZ052,CZ0522,19,1,1
2020-04-11,CZ052,CZ0523,63,7,0
2020-04-11,CZ052,CZ0524,16,0,0
2020-04-11,CZ052,CZ0525,16,2,0
2020-04-11,CZ053,CZ0531,65,0,0
2020-04-11,CZ053,CZ0532,108,7,2
2020-04-11,CZ053,CZ0533,18,4,1
2020-04-11,CZ053,CZ0534,22,11,0
2020-04-11,CZ063,CZ0631,73,2,3
2020-04-11,CZ063,CZ0632,12,6,0
2020-04-11,CZ063,CZ0633,1,0,0
2020-04-11,CZ063,CZ0634,28,1,0
2020-04-11,CZ063,CZ0635,38,5,0
2020-04-11,CZ064,CZ0641,12,4,0
2020-04-11,CZ064,CZ0642,128,40,1
2020-04-11,CZ064,CZ0643,45,16,1
2020-04-11,CZ064,CZ0644,79,16,5
2020-04-11,CZ064,CZ0645,9,6,0
2020-04-11,CZ064,CZ0646,18,1,0
2020-04-11,CZ064,CZ0647,47,8,0
2020-04-11,CZ071,CZ0711,7,0,0
2020-04-11,CZ071,CZ0712,462,65,8
2020-04-11,CZ071,CZ0713,41,9,0
2020-04-11,CZ071,CZ0714,31,3,0
2020-04-11,CZ071,CZ0715,43,3,0
2020-04-11,CZ072,CZ0721,24,8,0
2020-04-11,CZ072,CZ0722,129,45,1
2020-04-11,CZ072,CZ0723,39,12,0
2020-04-11,CZ072,CZ0724,67,6,0
2020-04-11,CZ080,CZ0801,23,4,1
2020-04-11,CZ080,CZ0802,152,14,3
2020-04-11,CZ080,CZ0803,109,10,0
2020-04-11,CZ080,CZ0804,48,5,0
2020-04-11,CZ080,CZ0805,78,13,2
2020-04-11,CZ080,CZ0806,245,20,3
2020-04-12,CZ010,CZ0100,1428,324,64
2020-04-12,CZ020,CZ0201,76,9,0
2020-04-12,CZ020,CZ0202,46,7,0
2020-04-12,CZ020,CZ0203,89,20,6
2020-04-12,CZ020,CZ0204,47,11,1
2020-04-12,CZ020,CZ0205,19,6,0
2020-04-12,CZ020,CZ0206,59,16,1
2020-04-12,CZ020,CZ0207,36,5,1
2020-04-12,CZ020,CZ0208,42,8,1
2020-04-12,CZ020,CZ0209,134,33,4
2020-04-12,CZ020,CZ020A,117,19,0
2020-04-12,CZ020,CZ020B,41,8,2
2020-04-12,CZ020,CZ020C,10,2,0
2020-04-12,CZ031,CZ0311,38,3,0
2020-04-12,CZ031,CZ0312,22,5,0
2020-04-12,CZ031,CZ0313,16,1,0
2020-04-12,CZ031,CZ0314,10,1,0
2020-04-12,CZ031,CZ0315,22,3,4
2020-04-12,CZ031,CZ0316,33,6,0
2020-04-12,CZ031,CZ0317,14,3,0
2020-04-12,CZ032,CZ0321,260,33,6
2020-04-12,CZ032,CZ0322,55,5,0
2020-04-12,CZ032,CZ0323,67,23,1
2020-04-12,CZ032,CZ0324,9,1,0
2020-04-12,CZ032,CZ0325,10,2,0
2020-04-12,CZ032,CZ0326,3,1,0
2020-04-12,CZ032,CZ0327,33,5,0
2020-04-12,CZ041,CZ0411,115,24,6
2020-04-12,CZ041,CZ0412,51,14,3
2020-04-12,CZ041,CZ0413,33,4,0
2020-04-12,CZ042,CZ0421,39,21,0
2020-04-12,CZ042,CZ0422,16,4,0
2020-04-12,CZ042,CZ0423,184,11,6
2020-04-12,CZ042,CZ0424,13,6,0
2020-04-12,CZ042,CZ0425,23,7,0
2020-04-12,CZ042,CZ0426,37,9,0
2020-04-12,CZ042,CZ0427,69,34,0
2020-04-12,CZ051,CZ0511,6,1,0
2020-04-12,CZ051,CZ0512,69,11,0
2020-04-12,CZ051,CZ0513,67,13,1
2020-04-12,CZ051,CZ0514,36,5,1
2020-04-12,CZ052,CZ0521,54,9,1
2020-04-12,CZ052,CZ0522,20,1,1
2020-04-12,CZ052,CZ0523,63,7,0
2020-04-12,CZ052,CZ0524,17,0,0
2020-04-12,CZ052,CZ0525,16,2,0
2020-04-12,CZ053,CZ0531,65,0,0
2020-04-12,CZ053,CZ0532,108,7,2
2020-04-12,CZ053,CZ0533,23,4,1
2020-04-12,CZ053,CZ0534,22,11,1
2020-04-12,CZ063,CZ0631,75,2,3
2020-04-12,CZ063,CZ0632,12,6,0
2020-04-12,CZ063,CZ0633,1,0,0
2020-04-12,CZ063,CZ0634,30,1,0
2020-04-12,CZ063,CZ0635,38,6,0
2020-04-12,CZ064,CZ0641,15,4,0
2020-04-12,CZ064,CZ0642,129,40,1
2020-04-12,CZ064,CZ0643,45,16,1
2020-04-12,CZ064,CZ0644,80,19,6
2020-04-12,CZ064,CZ0645,9,6,0
2020-04-12,CZ064,CZ0646,18,1,0
2020-04-12,CZ064,CZ0647,47,8,0
2020-04-12,CZ071,CZ0711,9,0,0
2020-04-12,CZ071,CZ0712,466,71,8
2020-04-12,CZ071,CZ0713,41,9,0
2020-04-12,CZ071,CZ0714,31,3,0
2020-04-12,CZ071,CZ0715,43,4,0
2020-04-12,CZ072,CZ0721,24,8,0
2020-04-12,CZ072,CZ0722,130,61,1
2020-04-12,CZ072,CZ0723,39,12,0
2020-04-12,CZ072,CZ0724,67,7,0
2020-04-12,CZ080,CZ0801,23,4,1
2020-04-12,CZ080,CZ0802,155,16,3
2020-04-12,CZ080,CZ0803,110,10,0
2020-04-12,CZ080,CZ0804,49,5,0
2020-04-12,CZ080,CZ0805,84,16,2
2020-04-12,CZ080,CZ0806,256,22,4
2020-04-13,CZ010,CZ0100,1438,351,68
2020-04-13,CZ020,CZ0201,77,10,0
2020-04-13,CZ020,CZ0202,47,8,0
2020-04-13,CZ020,CZ0203,90,23,6
2020-04-13,CZ020,CZ0204,47,11,1
2020-04-13,CZ020,CZ0205,19,6,0
2020-04-13,CZ020,CZ0206,59,18,1
2020-04-13,CZ020,CZ0207,36,6,1
2020-04-13,CZ020,CZ0208,42,10,1
2020-04-13,CZ020,CZ0209,134,37,4
2020-04-13,CZ020,CZ020A,121,21,0
2020-04-13,CZ020,CZ020B,42,9,2
2020-04-13,CZ020,CZ020C,10,2,0
2020-04-13,CZ031,CZ0311,39,4,0
2020-04-13,CZ031,CZ0312,22,6,0
2020-04-13,CZ031,CZ0313,16,1,0
2020-04-13,CZ031,CZ0314,10,1,0
2020-04-13,CZ031,CZ0315,22,6,4
2020-04-13,CZ031,CZ0316,33,6,0
2020-04-13,CZ031,CZ0317,14,3,0
2020-04-13,CZ032,CZ0321,263,41,6
2020-04-13,CZ032,CZ0322,64,5,0
2020-04-13,CZ032,CZ0323,76,25,1
2020-04-13,CZ032,CZ0324,11,1,0
2020-04-13,CZ032,CZ0325,11,5,0
2020-04-13,CZ032,CZ0326,3,1,0
2020-04-13,CZ032,CZ0327,34,5,0
2020-04-13,CZ041,CZ0411,117,26,8
2020-04-13,CZ041,CZ0412,51,14,3
2020-04-13,CZ041,CZ0413,33,4,0
2020-04-13,CZ042,CZ0421,39,21,0
2020-04-13,CZ042,CZ0422,16,5,0
2020-04-13,CZ042,CZ0423,184,11,7
2020-04-13,CZ042,CZ0424,13,6,0
2020-04-13,CZ042,CZ0425,23,8,0
2020-04-13,CZ042,CZ0426,37,9,0
2020-04-13,CZ042,CZ0427,69,34,0
2020-04-13,CZ051,CZ0511,6,1,0
2020-04-13,CZ051,CZ0512,69,12,0
2020-04-13,CZ051,CZ0513,68,15,1
2020-04-13,CZ051,CZ0514,36,5,1
2020-04-13,CZ052,CZ0521,54,10,2
2020-04-13,CZ052,CZ0522,20,2,1
2020-04-13,CZ052,CZ0523,63,7,0
2020-04-13,CZ052,CZ0524,17,0,0
2020-04-13,CZ052,CZ0525,16,2,0
2020-04-13,CZ053,CZ0531,66,4,0
2020-04-13,CZ053,CZ0532,109,8,2
2020-04-13,CZ053,CZ0533,23,4,1
2020-04-13,CZ053,CZ0534,22,11,1
2020-04-13,CZ063,CZ0631,77,2,3
2020-04-13,CZ063,CZ0632,12,6,0
2020-04-13,CZ063,CZ0633,1,0,0
2020-04-13,CZ063,CZ0634,30,1,0
2020-04-13,CZ063,CZ0635,38,9,0
2020-04-13,CZ064,CZ0641,15,4,0
2020-04-13,CZ064,CZ0642,130,41,1
2020-04-13,CZ064,CZ0643,45,17,1
2020-04-13,CZ064,CZ0644,80,19,7
2020-04-13,CZ064,CZ0645,9,6,0
2020-04-13,CZ064,CZ0646,18,1,0
2020-04-13,CZ064,CZ0647,47,9,0
2020-04-13,CZ071,CZ0711,9,0,0
2020-04-13,CZ071,CZ0712,466,83,8
2020-04-13,CZ071,CZ0713,41,9,0
2020-04-13,CZ071,CZ0714,31,3,0
2020-04-13,CZ071,CZ0715,43,6,0
2020-04-13,CZ072,CZ0721,24,8,0
2020-04-13,CZ072,CZ0722,130,61,1
2020-04-13,CZ072,CZ0723,39,12,0
2020-04-13,CZ072,CZ0724,69,7,0
2020-04-13,CZ080,CZ0801,23,4,1
2020-04-13,CZ080,CZ0802,156,16,3
2020-04-13,CZ080,CZ0803,112,11,0
2020-04-13,CZ080,CZ0804,49,7,0
2020-04-13,CZ080,CZ0805,84,16,2
2020-04-13,CZ080,CZ0806,262,25,5
2020-04-14,CZ010,CZ0100,1451,414,70
2020-04-14,CZ020,CZ0201,77,12,0
2020-04-14,CZ020,CZ0202,47,10,0
2020-04-14,CZ020,CZ0203,90,23,6
2020-04-14,CZ020,CZ0204,47,12,1
2020-04-14,CZ020,CZ0205,19,6,0
2020-04-14,CZ020,CZ0206,61,18,1
2020-04-14,CZ020,CZ0207,36,7,1
2020-04-14,CZ020,CZ0208,42,12,1
2020-04-14,CZ020,CZ0209,136,40,4
2020-04-14,CZ020,CZ020A,122,23,1
2020-04-14,CZ020,CZ020B,42,9,2
2020-04-14,CZ020,CZ020C,10,2,0
2020-04-14,CZ031,CZ0311,39,7,0
2020-04-14,CZ031,CZ0312,22,8,0
2020-04-14,CZ031,CZ0313,16,2,0
2020-04-14,CZ031,CZ0314,10,2,0
2020-04-14,CZ031,CZ0315,22,6,4
2020-04-14,CZ031,CZ0316,33,8,0
2020-04-14,CZ031,CZ0317,14,3,0
2020-04-14,CZ032,CZ0321,272,42,7
2020-04-14,CZ032,CZ0322,66,5,0
2020-04-14,CZ032,CZ0323,77,29,1
2020-04-14,CZ032,CZ0324,11,1,0
2020-04-14,CZ032,CZ0325,11,5,0
2020-04-14,CZ032,CZ0326,3,1,0
2020-04-14,CZ032,CZ0327,34,6,0
2020-04-14,CZ041,CZ0411,126,28,8
2020-04-14,CZ041,CZ0412,53,16,3
2020-04-14,CZ041,CZ0413,35,4,0
2020-04-14,CZ042,CZ0421,39,24,0
2020-04-14,CZ042,CZ0422,16,6,0
2020-04-14,CZ042,CZ0423,189,16,8
2020-04-14,CZ042,CZ0424,14,6,0
2020-04-14,CZ042,CZ0425,23,8,0
2020-04-14,CZ042,CZ0426,37,12,0
2020-04-14,CZ042,CZ0427,69,44,0
2020-04-14,CZ051,CZ0511,6,1,0
2020-04-14,CZ051,CZ0512,72,14,0
2020-04-14,CZ051,CZ0513,68,15,1
2020-04-14,CZ051,CZ0514,36,7,1
2020-04-14,CZ052,CZ0521,55,12,2
2020-04-14,CZ052,CZ0522,20,3,1
2020-04-14,CZ052,CZ0523,63,9,0
2020-04-14,CZ052,CZ0524,17,0,0
2020-04-14,CZ052,CZ0525,17,2,0
2020-04-14,CZ053,CZ0531,66,6,0
2020-04-14,CZ053,CZ0532,109,11,2
2020-04-14,CZ053,CZ0533,23,5,1
2020-04-14,CZ053,CZ0534,22,11,1
2020-04-14,CZ063,CZ0631,77,4,3
2020-04-14,CZ063,CZ0632,12,6,0
2020-04-14,CZ063,CZ0633,1,0,0
2020-04-14,CZ063,CZ0634,30,1,0
2020-04-14,CZ063,CZ0635,38,11,0
2020-04-14,CZ064,CZ0641,15,4,0
2020-04-14,CZ064,CZ0642,131,45,1
2020-04-14,CZ064,CZ0643,45,17,1
2020-04-14,CZ064,CZ0644,81,19,9
2020-04-14,CZ064,CZ0645,9,6,0
2020-04-14,CZ064,CZ0646,18,1,0
2020-04-14,CZ064,CZ0647,47,9,0
2020-04-14,CZ071,CZ0711,9,0,0
2020-04-14,CZ071,CZ0712,467,91,8
2020-04-14,CZ071,CZ0713,41,12,0
2020-04-14,CZ071,CZ0714,31,3,0
2020-04-14,CZ071,CZ0715,43,7,0
2020-04-14,CZ072,CZ0721,24,9,0
2020-04-14,CZ072,CZ0722,130,62,1
2020-04-14,CZ072,CZ0723,39,12,0
2020-04-14,CZ072,CZ0724,69,9,0
2020-04-14,CZ080,CZ0801,23,7,1
2020-04-14,CZ080,CZ0802,162,24,3
2020-04-14,CZ080,CZ0803,112,15,0
2020-04-14,CZ080,CZ0804,49,7,0
2020-04-14,CZ080,CZ0805,94,17,2
2020-04-14,CZ080,CZ0806,268,38,5
2020-04-15,CZ010,CZ0100,1488,475,70
2020-04-15,CZ020,CZ0201,78,13,0
2020-04-15,CZ020,CZ0202,52,11,0
2020-04-15,CZ020,CZ0203,94,27,6
2020-04-15,CZ020,CZ0204,48,15,1
2020-04-15,CZ020,CZ0205,21,6,0
2020-04-15,CZ020,CZ0206,61,22,1
2020-04-15,CZ020,CZ0207,38,7,1
2020-04-15,CZ020,CZ0208,43,13,1
2020-04-15,CZ020,CZ0209,143,46,4
2020-04-15,CZ020,CZ020A,125,24,1
2020-04-15,CZ020,CZ020B,45,9,2
2020-04-15,CZ020,CZ020C,10,2,0
2020-04-15,CZ031,CZ0311,39,8,0
2020-04-15,CZ031,CZ0312,22,9,0
2020-04-15,CZ031,CZ0313,16,3,0
2020-04-15,CZ031,CZ0314,10,4,0
2020-04-15,CZ031,CZ0315,23,6,4
2020-04-15,CZ031,CZ0316,33,11,0
2020-04-15,CZ031,CZ0317,14,3,0
2020-04-15,CZ032,CZ0321,284,48,7
2020-04-15,CZ032,CZ0322,67,9,0
2020-04-15,CZ032,CZ0323,78,30,1
2020-04-15,CZ032,CZ0324,11,1,0
2020-04-15,CZ032,CZ0325,11,5,0
2020-04-15,CZ032,CZ0326,3,1,0
2020-04-15,CZ032,CZ0327,35,6,0
2020-04-15,CZ041,CZ0411,128,28,8
2020-04-15,CZ041,CZ0412,53,16,3
2020-04-15,CZ041,CZ0413,35,5,0
2020-04-15,CZ042,CZ0421,39,32,0
2020-04-15,CZ042,CZ0422,17,6,0
2020-04-15,CZ042,CZ0423,195,21,8
2020-04-15,CZ042,CZ0424,14,6,0
2020-04-15,CZ042,CZ0425,24,9,0
2020-04-15,CZ042,CZ0426,38,12,0
2020-04-15,CZ042,CZ0427,69,45,0
2020-04-15,CZ051,CZ0511,6,2,0
2020-04-15,CZ051,CZ0512,76,23,0
2020-04-15,CZ051,CZ0513,68,20,1
2020-04-15,CZ051,CZ0514,36,15,1
2020-04-15,CZ052,CZ0521,56,13,2
2020-04-15,CZ052,CZ0522,20,4,1
2020-04-15,CZ052,CZ0523,63,11,0
2020-04-15,CZ052,CZ0524,17,0,0
2020-04-15,CZ052,CZ0525,17,2,0
2020-04-15,CZ053,CZ0531,66,11,0
2020-04-15,CZ053,CZ0532,113,15,2
2020-04-15,CZ053,CZ0533,29,5,1
2020-04-15,CZ053,CZ0534,22,12,1
2020-04-15,CZ063,CZ0631,77,6,3
2020-04-15,CZ063,CZ0632,12,7,0
2020-04-15,CZ063,CZ0633,1,0,0
2020-04-15,CZ063,CZ0634,30,3,0
2020-04-15,CZ063,CZ0635,38,12,0
2020-04-15,CZ064,CZ0641,15,4,0
2020-04-15,CZ064,CZ0642,131,50,1
2020-04-15,CZ064,CZ0643,47,17,1
2020-04-15,CZ064,CZ0644,89,19,9
2020-04-15,CZ064,CZ0645,9,6,0
2020-04-15,CZ064,CZ0646,18,1,0
2020-04-15,CZ064,CZ0647,48,12,0
2020-04-15,CZ071,CZ0711,9,0,0
